BRDCST_DE,BRDCST_END_DE,CHNNEL_NM,PROGRM_BEGIN_TIME,PROGRM_END_TIME,PROGRM_NM,PROGRM_DC,BRDCST_TME_NM,PROGRM_BRDCST_AREA_NM,BRDCST_TIME,PROGRM_GENRE_LCLAS_NM,PROGRM_GENRE_MLSFC_NM,PROGRM_GENRE_SCLAS_NM,MALE_4_9YO_WTCHNG_RT,MALE_N10S_WTCHNG_RT,MALE_N20S_WTCHNG_RT,MALE_N30S_WTCHNG_RT,MALE_N40S_WTCHNG_RT,MALE_N50S_WTCHNG_RT,MALE_N60S_ABOVE_WTCHNG_RT,FEMALE_4_9YO_WTCHNG_RT,FEMALE_N10S_WTCHNG_RT,FEMALE_N20S_WTCHNG_RT,FEMALE_N30S_WTCHNG_RT,FEMALE_N40S_WTCHNG_RT,FEMALE_N50S_WTCHNG_RT,FEMALE_N60S_ABOVE_WTCHNG_RT,CST_CN
20211101,20211101,KBS1,203118,205919,국가대표와이프,,21회,전국,002801,드라마&영화,드라마,일일연속극,6.8505,3.78572,2.71172,2.754,3.51541,5.06853,17.71929,1.27073,2.12046,2.83845,4.19371,5.41735,11.61872,19.88707,"서초희역:한다감,강남구역:한상진,서강림역:심지호,나선덕역:금보라,오장금역:양미경,오풍금역:조은숙,서보리역:윤다영,강석구역:신현탁,한슬아역:정보민,최선해역:오유나,노원주역:조향기,방형도역:신승환,수선중역:최종남,고성만역:김덕현,양재민역:한정우,여의경역:김가란,구로미역:김재인,옥수현역:안정호,이매리역:한소현,문정규역:문일택,오금성역:김나온,송파란역:김채윤,공주아역:최유주,김동하역:이명준,강리안역:김태연,방사랑역:이채빈"
20211101,20211101,KBS2,092239,095043,국가대표와이프,,20회,전국,002804,드라마&영화,드라마,일일연속극,0,0.08883,0.42967,0.20892,0.25166,1.29119,1.48937,0.02888,0.62161,0.25029,0.22204,1.59248,1.39207,1.94283,"서초희역:한다감,강남구역:한상진,서강림역:심지호,나선덕역:금보라,오장금역:양미경,오풍금역:조은숙,서보리역:윤다영,강석구역:신현탁,한슬아역:정보민,최선해역:오유나,노원주역:조향기,방형도역:신승환,수선중역:최종남,고성만역:김덕현,양재민역:한정우,여의경역:김가란,구로미역:김재인,옥수현역:안정호,이매리역:한소현,문정규역:문일택,오금성역:김나온,송파란역:김채윤,공주아역:최유주,김동하역:이명준,강리안역:김태연,방사랑역:이채빈"
20211101,20211101,KBS2,110610,120957,연모,<5회>,5회,전국,010347,드라마&영화,드라마,미니시리즈,0,0.13968,0.05265,0.12901,0.1984,0.56597,1.34364,0,0.53387,0.19262,0.14926,0.38087,0.84291,1.61593,"이휘역:박은빈,정지운역:로운,이현역:남윤수,김가온역:최병찬,신소은역:배윤경,노하경역:정채연,한기재역:윤제문,정석조역:배수빈,혜종역:이필모,김상궁역:백현주,홍내관역:고규필,창천군역:손종학,대비역:이일화,신영수역:박원상,노학수역:정재성,양문수역:김인권,김씨부인역:박은혜,윤형설역:김재철,구별감역:허정민,중전역:손여은,제현대군역:차성제,박범두역:노상보,최만달역:김민석,창운군역:김서하,원산군역:김택,방영지역:이수민,방질금역:장세현,빈궁역:한채아,어린시절이휘역:최명빈,어린시절정지운역:고우림,어린시절이현역:최로운,어린시절홍내관역:김건"
20211101,20211101,KBS2,122410,132752,연모,<6회>,6회,전국,010342,드라마&영화,드라마,미니시리즈,0,0,0.10338,0.0854,0.23206,0.71534,1.22669,0,0.64552,0.4122,0.16201,0.79062,1.17857,1.32056,"이휘역:박은빈,정지운역:로운,이현역:남윤수,김가온역:최병찬,신소은역:배윤경,노하경역:정채연,한기재역:윤제문,정석조역:배수빈,혜종역:이필모,김상궁역:백현주,홍내관역:고규필,창천군역:손종학,대비역:이일화,신영수역:박원상,노학수역:정재성,양문수역:김인권,김씨부인역:박은혜,윤형설역:김재철,구별감역:허정민,중전역:손여은,제현대군역:차성제,박범두역:노상보,최만달역:김민석,창운군역:김서하,원산군역:김택,방영지역:이수민,방질금역:장세현,빈궁역:한채아,어린시절이휘역:최명빈,어린시절정지운역:고우림,어린시절이현역:최로운,어린시절홍내관역:김건"
20211101,20211101,KBS2,195015,202606,빨강구두,,73회,전국,003551,드라마&영화,드라마,일일연속극,6.40221,4.38992,2.43116,3.78891,5.12608,7.95229,20.77055,1.74155,3.33098,4.16972,6.73423,6.81676,15.55205,24.51862,"민희경역:최명길,김진아역:소이현,윤기석역:박윤재,윤현석역:신정윤,권혜빈역:정유민,권혁상역:선우재덕,권수연역:최영완,최숙자역:반효정,소옥경역:경인선,양선희역:이숙,소태길역:김광영,이건욱역:지상윤,정유경역:하은진,김소진역:이다니,정예은역:김리원,이태하역:차승우"
20211101,20211101,KBS2,213837,224355,연모,,7회,전국,010518,드라마&영화,드라마,미니시리즈,0.88642,2.57639,1.054,0.7046,3.1575,5.81533,6.53122,0.72823,1.55774,2.30303,3.94153,4.17362,7.70398,7.41158,"이휘역:박은빈,정지운역:로운,이현역:남윤수,김가온역:최병찬,신소은역:배윤경,노하경역:정채연,한기재역:윤제문,정석조역:배수빈,혜종역:이필모,김상궁역:백현주,홍내관역:고규필,창천군역:손종학,대비역:이일화,신영수역:박원상,노학수역:정재성,양문수역:김인권,김씨부인역:박은혜,윤형설역:김재철,구별감역:허정민,중전역:손여은,제현대군역:차성제,박범두역:노상보,최만달역:김민석,창운군역:김서하,원산군역:김택,방영지역:이수민,방질금역:장세현,빈궁역:한채아,어린시절이휘역:최명빈,어린시절정지운역:고우림,어린시절이현역:최로운,어린시절홍내관역:김건"
20211101,20211101,MBC,020000,023102,뫼비우스:검은태양,,2회,전국,003102,드라마&영화,드라마,미니시리즈,0.08264,0,0.03271,0.15039,0.55908,0.37122,0.35201,0.06497,0.07031,0.09127,0.1852,0.47301,0.59742,0.44659,"서수연역:박하선,장천우역:정문성,도진숙역:장영남,왕오역:전석호,강필호역:김종태,위구평역:우지현,김재환역:최덕문,오경석역:황희,이건호역:정환"
20211101,20211101,MBC,085228,092107,두번째남편,,54회,전국,002839,드라마&영화,드라마,일일연속극,2.35616,1.19101,0.68674,1.33172,1.15293,1.31262,2.23941,3.03149,1.20904,0.15386,0.99035,2.72058,3.01975,2.44832,"봉선화역:엄현경,윤재민역:차서원,윤재경역:오승아,문상혁역:한기웅,주해란역:지수원,윤대국역:정성모,배달봉역:이호성,정복순역:김희정,양말자역:최지연,문상미역:천이슬,김수철역:강윤,배서준역:신우겸,옥경이역:이칸희,박행실역:김성희,한곱분역:성병숙,프로듀서역:토니안"
20211101,20211101,MBC,190309,193207,두번째남편,,55회,전국,002858,드라마&영화,드라마,일일연속극,0.40962,1.51677,1.71893,2.44881,2.19037,3.51293,7.83615,2.51246,0.71624,1.60642,3.49778,5.13809,8.01056,8.53019,"봉선화역:엄현경,윤재민역:차서원,윤재경역:오승아,문상혁역:한기웅,주해란역:지수원,윤대국역:정성모,배달봉역:이호성,정복순역:김희정,양말자역:최지연,문상미역:천이슬,김수철역:강윤,배서준역:신우겸,옥경이역:이칸희,박행실역:김성희,한곱분역:성병숙,프로듀서역:토니안"
20211101,20211101,OBS,115102,125004,별에서온그대,,10회,전국,005902,드라마&영화,드라마,미니시리즈,0,0,0,0.2165,0.28436,0.00447,0.02692,0,0,0.30151,0.20485,0,0,0.00137,"천송이역:전지현,도민준역:김수현,이휘경역:박해진,유세미역:유인나,이재경역:신성록,양미연역:나영희,천민구역:엄효섭,천윤재역:안재현,홍사장역:홍진경,철수역:조세호,혁역:남창희,장영목역:김창완,이범중역:이정길,홍은아역:성병숙,한선영역:이일화,유석역:오상진,한유라역:유인영,천송이어린시절역:김현수,이휘경어린시절역:조승현,유세미어린시절역:김혜원,안대표역:조희봉,박형사역:김희원,매니저역:김강현,민아역:김보미,이재경비서역:이이경,유과장역:유준상,톱스타역:박정아,윤성동역:정은표,황진이역:손은서,이형욱역:김수로,박민규감독역:장항준,스타일리스트역:정윤기,구암허준역:박영규,막내스태프역:노형욱,고혜미역:수지,이한경역:연우진,허균역:류승룡,왕재수역:양주호,톱여배우역:박산다라"
