BRDCST_DE,BRDCST_END_DE,CHNNEL_NM,PROGRM_BEGIN_TIME,PROGRM_END_TIME,PROGRM_NM,PROGRM_DC,BRDCST_TME_NM,PROGRM_BRDCST_AREA_NM,BRDCST_TIME,PROGRM_GENRE_LCLAS_NM,PROGRM_GENRE_MLSFC_NM,PROGRM_GENRE_SCLAS_NM,MALE_4_9YO_WTCHNG_RT,MALE_N10S_WTCHNG_RT,MALE_N20S_WTCHNG_RT,MALE_N30S_WTCHNG_RT,MALE_N40S_WTCHNG_RT,MALE_N50S_WTCHNG_RT,MALE_N60S_ABOVE_WTCHNG_RT,FEMALE_4_9YO_WTCHNG_RT,FEMALE_N10S_WTCHNG_RT,FEMALE_N20S_WTCHNG_RT,FEMALE_N30S_WTCHNG_RT,FEMALE_N40S_WTCHNG_RT,FEMALE_N50S_WTCHNG_RT,FEMALE_N60S_ABOVE_WTCHNG_RT,CST_CN
20211001,20211001,KBS1,203105,205919,속아도꿈결,,120회,전국,002814,드라마&영화,드라마,일일연속극,3.59558,3.29016,1.25984,4.70883,3.47838,6.35551,17.61583,2.87512,1.5263,2.97302,4.89943,4.43215,11.49791,19.60288,"금종화역:최정우,강모란역:박준금,금상백역:류진,인영혜역:박탐희,금상구역:임형준,오민희역:윤해영,금상민역:이태구,한그루역:왕지혜,한다발역:함은정,민가은역:주아름,최지완역:박재정,현시운역:주종혁,금민아역:김인이,금인서역:옥진욱,민솔역:이고은,최이재역:서우승,기유영역:양소민,임헌역:조한결,이제문역:유장영"
20211001,20211001,KBS2,092244,095017,속아도꿈결,,119회,전국,002733,드라마&영화,드라마,일일연속극,0,0.52352,0,0.00947,0.19671,1.42981,1.49084,0,0.85425,0.04713,0.20197,1.31187,1.25215,1.89057,"금종화역:최정우,강모란역:박준금,금상백역:류진,인영혜역:박탐희,금상구역:임형준,오민희역:윤해영,금상민역:이태구,한그루역:왕지혜,한다발역:함은정,민가은역:주아름,최지완역:박재정,현시운역:주종혁,금민아역:김인이,금인서역:옥진욱,민솔역:이고은,최이재역:서우승,기유영역:양소민,임헌역:조한결,이제문역:유장영"
20211001,20211001,KBS2,110626,121552,신사와아가씨,<1회>,1회,전국,010926,드라마&영화,드라마,주말연속극,0.21928,0.48376,0.42649,0.6264,0.15642,0.23072,0.97039,0,0.40086,0.0745,0.60436,0.87379,1.04452,1.41174,"이영국역:지현우,박단단역:이세희,차건역:강은탁,조사라역:박하나,박대범역:안우연,이세련역:윤진이,박수철역:이종원,애나킴역:이일화,차연실역:오현경,왕대란역:차화연,이기자역:이휘향,장미숙역:임예진,신달래역:김영옥,봉준오역:양병열,강미림역:김이경,이재니역:최명빈,이세찬역:유준서,이세종역:서우진,여주댁역:윤지숙,장국희역:왕빛나"
20211001,20211001,KBS2,122956,133920,신사와아가씨,<2회>,2회,전국,010924,드라마&영화,드라마,주말연속극,1.55605,0.66808,0.55924,0.08239,0.20737,0.73432,1.07238,0,0.27389,0.16034,0.70577,0.71105,0.93844,2.03988,"이영국역:지현우,박단단역:이세희,차건역:강은탁,조사라역:박하나,박대범역:안우연,이세련역:윤진이,박수철역:이종원,애나킴역:이일화,차연실역:오현경,왕대란역:차화연,이기자역:이휘향,장미숙역:임예진,신달래역:김영옥,봉준오역:양병열,강미림역:김이경,이재니역:최명빈,이세찬역:유준서,이세종역:서우진,여주댁역:윤지숙,장국희역:왕빛나"
20211001,20211001,KBS2,194933,202521,빨강구두,,52회,전국,003548,드라마&영화,드라마,일일연속극,3.28471,2.10765,2.31197,5.09602,4.12467,6.16732,18.09454,0.05037,1.83755,3.22622,4.94998,4.87842,11.76884,21.72674,"민희경역:최명길,김진아역:소이현,윤기석역:박윤재,윤현석역:신정윤,권혜빈역:정유민,권혁상역:선우재덕,권수연역:최영완,최숙자역:반효정,소옥경역:경인선,양선희역:이숙,소태길역:김광영,이건욱역:지상윤,정유경역:하은진,김소진역:이다니,정예은역:김리원,이태하역:차승우"
20211001,20211001,MBC,020000,030218,검은태양,<4회>,4회,전국,010218,드라마&영화,드라마,미니시리즈,0.9755,0.28525,0.43239,0.12325,0.43523,0.89827,0.58628,0.7547,0.44708,0.14245,0.32815,0.80512,0.4844,0.73631,"한지혁역:남궁민,서수연역:박하선,유제이역:김지은,방영찬역:김병기,이인환역:이경영,도진숙역:장영남,백모사역:유오성,강필호역:김종태,정용태역:김민상,하동균역:김도현,구효은역:권소현,장천우역:정문성,오경석역:황희,김동욱역:조복래,차민철역:박진우,천명기역:현봉식,김여진역:정지윤,린웨이역:옥자연,김영우역:안성봉,이희정역:전지안"
20211001,20211001,MBC,085232,092101,두번째남편,,35회,전국,002829,드라마&영화,드라마,일일연속극,0.47246,0.9413,0.06208,0.62034,0.67137,1.31159,1.66221,0.33089,0.3262,0.65415,0.2832,1.15069,1.83019,2.02336,"봉선화역:엄현경,윤재민역:차서원,윤재경역:오승아,문상혁역:한기웅,주해란역:지수원,윤대국역:정성모,배달봉역:이호성,정복순역:김희정,양말자역:최지연,문상미역:천이슬,김수철역:강윤,배서준역:신우겸,옥경이역:이칸희,박행실역:김성희,한곱분역:성병숙"
20211001,20211001,MBC,171052,180947,검은태양,<3회>,3회,서울/경기/대전/대구/강원/충북/충남/전북/경북/경남/제주,005855,드라마&영화,드라마,미니시리즈,0.57663,0.02581,0.00925,0.24887,0.36774,0.66185,0.77434,0.79819,0.14284,0.52123,0.37542,1.04895,1.05484,0.90681,"한지혁역:남궁민,서수연역:박하선,유제이역:김지은,방영찬역:김병기,이인환역:이경영,도진숙역:장영남,백모사역:유오성,강필호역:김종태,정용태역:김민상,하동균역:김도현,구효은역:권소현,장천우역:정문성,오경석역:황희,김동욱역:조복래,차민철역:박진우,천명기역:현봉식,김여진역:정지윤,린웨이역:옥자연,김영우역:안성봉,이희정역:전지안"
20211001,20211001,MBC,182042,193148,검은태양,<4회>,4회,서울/경기/대전/대구/광주/울산/강원/충북/충남/전북/전남/경북/경남/제주,011106,드라마&영화,드라마,미니시리즈,0.4791,0.14388,0.79176,1.04301,1.09941,2.09443,2.19564,1.79747,0.24482,0.26883,1.10971,1.92421,2.15796,2.66974,"한지혁역:남궁민,서수연역:박하선,유제이역:김지은,방영찬역:김병기,이인환역:이경영,도진숙역:장영남,백모사역:유오성,강필호역:김종태,정용태역:김민상,하동균역:김도현,구효은역:권소현,장천우역:정문성,오경석역:황희,김동욱역:조복래,차민철역:박진우,천명기역:현봉식,김여진역:정지윤,린웨이역:옥자연,김영우역:안성봉,이희정역:전지안"
20211001,20211001,MBC,215345,230622,검은태양,,5회,전국,011237,드라마&영화,드라마,미니시리즈,0.19065,5.6888,2.56749,3.20056,7.26454,7.92158,4.92569,3.2511,2.58744,2.70904,4.17304,12.51747,8.43648,4.79395,"한지혁역:남궁민,서수연역:박하선,유제이역:김지은,방영찬역:김병기,이인환역:이경영,도진숙역:장영남,백모사역:유오성,강필호역:김종태,정용태역:김민상,하동균역:김도현,구효은역:권소현,장천우역:정문성,오경석역:황희,김동욱역:조복래,차민철역:박진우,천명기역:현봉식,김여진역:정지윤,린웨이역:옥자연,김영우역:안성봉,이희정역:전지안"
