BRDCST_DE,CHNNEL_NM,PROGRM_BEGIN_TIME,PROGRM_END_TIME,PROGRM_NM,PROGRM_DC,BRDCST_TME_NM,PROGRM_BRDCST_AREA_NM,BRDCST_TIME,PROGRM_GENRE_LCLAS_NM,PROGRM_GENRE_MLSFC_NM,PROGRM_GENRE_SCLAS_NM,MALE_4_9YO_WTCHNG_RT,MALE_N10S_WTCHNG_RT,MALE_N20S_WTCHNG_RT,MALE_N30S_WTCHNG_RT,MALE_N40S_WTCHNG_RT,MALE_N50S_WTCHNG_RT,MALE_N60S_ABOVE_WTCHNG_RT,FEMALE_4_9YO_WTCHNG_RT,FEMALE_N10S_WTCHNG_RT,FEMALE_N20S_WTCHNG_RT,FEMALE_N30S_WTCHNG_RT,FEMALE_N40S_WTCHNG_RT,FEMALE_N50S_WTCHNG_RT,FEMALE_N60S_ABOVE_WTCHNG_RT,CST_CN
20200801,KBS2,142652,152608,그놈이그놈이다,<7회>,7회,전국,005916,드라마&영화,드라마,미니시리즈,0,0.63765,0.10267,0.66292,0.91639,0.27966,0.94113,0.16798,0.28583,0.78013,0.5698,0.91242,1.27294,1.08752,"서현주역:황정음,황지우역:윤현민,박도겸역:서지훈,김선희역:최명길,한서윤역:조우리,서호준역:서현철,정영순역:황영희,남유철역:이황의,송진아역:김규선,오영은역:노수산나,강민정역:송상은,오지환역:김도연,김관장역:송진우,김팔도역:황만익,조미옥역:백주희,강은재역:조현식,홍보희역:유정래,김다은역:한다솔,인교석역:인교진,오작가역:이시언,이작가역:이말년,주작가역:주호민"
20200801,KBS2,153659,163619,그놈이그놈이다,<8회>,8회,전국,005920,드라마&영화,드라마,미니시리즈,1.33612,1.12613,0.10293,0.4743,1.09392,1.09094,0.85427,2.7143,0.35422,0.76373,0.63946,1.33327,1.06163,1.05816,"서현주역:황정음,황지우역:윤현민,박도겸역:서지훈,김선희역:최명길,한서윤역:조우리,서호준역:서현철,정영순역:황영희,남유철역:이황의,송진아역:김규선,오영은역:노수산나,강민정역:송상은,오지환역:김도연,김관장역:송진우,김팔도역:황만익,조미옥역:백주희,강은재역:조현식,홍보희역:유정래,김다은역:한다솔,인교석역:인교진,오작가역:이시언,이작가역:이말년,주작가역:주호민"
20200801,KBS2,164911,172445,한번다녀왔습니다,<71회>,71회,전국,003534,드라마&영화,드라마,주말연속극,1.12351,0.4258,0.4351,0.79963,0.93119,1.84768,1.59782,2.41201,0.22563,0.71379,0.3209,1.42744,1.80667,2.23325,"송영달역:천호진,장옥분역:차화연,최윤정역:김보연,강초연역:이정은,송나희역:이민정,윤규진역:이상엽,송준선역:오대환,송가희역:오윤아,송다희역:이초희,양치수역:안길강,장옥자역:백지원,성현경역:임정은,윤재석역:이상이,박효신역:기도훈,김지훈역:문우진,이주리역:김소라,김가연역:송다은,건어물역:신미영,꽈배기역:김가영,송서영역:이가연,송서진역:안서연,이정록역:알렉스,유보영역:손성윤,유시후역:송민재,박지연역:신수정,한기영역:강유석,홍성우역:김현목,신혜정역:김미은,심정희역:이상경,오연지역:한봄,오정봉역:오의식,이종수역:장원혁,김승현역:배호근,송이역:김주영,지원역:찬희,이현역:이필모"
20200801,KBS2,172558,180002,한번다녀왔습니다,<72회>,72회,전국,003404,드라마&영화,드라마,주말연속극,0.54216,0.43342,1.289,1.1316,0.59891,3.03496,2.40529,1.29431,0.89403,1.581,0.61488,2.05049,3.0119,4.06106,"송영달역:천호진,장옥분역:차화연,최윤정역:김보연,강초연역:이정은,송나희역:이민정,윤규진역:이상엽,송준선역:오대환,송가희역:오윤아,송다희역:이초희,양치수역:안길강,장옥자역:백지원,성현경역:임정은,윤재석역:이상이,박효신역:기도훈,김지훈역:문우진,이주리역:김소라,김가연역:송다은,건어물역:신미영,꽈배기역:김가영,송서영역:이가연,송서진역:안서연,이정록역:알렉스,유보영역:손성윤,유시후역:송민재,박지연역:신수정,한기영역:강유석,홍성우역:김현목,신혜정역:김미은,심정희역:이상경,오연지역:한봄,오정봉역:오의식,이종수역:장원혁,김승현역:배호근,송이역:김주영,지원역:찬희,이현역:이필모"
20200801,KBS2,200047,203602,한번다녀왔습니다,<73회>,73회,전국,003515,드라마&영화,드라마,주말연속극,4.49873,5.10752,5.12048,5.97866,8.35386,15.80473,23.23686,8.50071,4.71792,6.00506,9.07805,10.97205,21.75954,25.94442,"송영달역:천호진,장옥분역:차화연,최윤정역:김보연,강초연역:이정은,송나희역:이민정,윤규진역:이상엽,송준선역:오대환,송가희역:오윤아,송다희역:이초희,양치수역:안길강,장옥자역:백지원,성현경역:임정은,윤재석역:이상이,박효신역:기도훈,김지훈역:문우진,이주리역:김소라,김가연역:송다은,건어물역:신미영,꽈배기역:김가영,송서영역:이가연,송서진역:안서연,이정록역:알렉스,유보영역:손성윤,유시후역:송민재,박지연역:신수정,한기영역:강유석,홍성우역:김현목,신혜정역:김미은,심정희역:이상경,오연지역:한봄,오정봉역:오의식,이종수역:장원혁,김승현역:배호근,송이역:김주영,지원역:찬희,이현역:이필모"
20200801,KBS2,203830,211247,한번다녀왔습니다,<74회>,74회,전국,003417,드라마&영화,드라마,주말연속극,7.22667,6.62143,6.09855,8.53183,11.20716,17.8884,28.4233,11.83979,6.21774,8.17888,12.07788,15.12232,25.20828,32.3867,"송영달역:천호진,장옥분역:차화연,최윤정역:김보연,강초연역:이정은,송나희역:이민정,윤규진역:이상엽,송준선역:오대환,송가희역:오윤아,송다희역:이초희,양치수역:안길강,장옥자역:백지원,성현경역:임정은,윤재석역:이상이,박효신역:기도훈,김지훈역:문우진,이주리역:김소라,김가연역:송다은,건어물역:신미영,꽈배기역:김가영,송서영역:이가연,송서진역:안서연,이정록역:알렉스,유보영역:손성윤,유시후역:송민재,박지연역:신수정,한기영역:강유석,홍성우역:김현목,신혜정역:김미은,심정희역:이상경,오연지역:한봄,오정봉역:오의식,이종수역:장원혁,김승현역:배호근,송이역:김주영,지원역:찬희,이현역:이필모"
20200801,MBC,020000,022059,십시일반,<2부>,3회,서울/경기/부산/대전/대구/울산/강원/충북/충남/전북/경북/경남/제주,002059,드라마&영화,드라마,미니시리즈,0,1.05456,0.27879,0.29639,0.77968,0.40696,0.17027,0,0,0.18612,0.82063,0.46923,0.53367,0.14183,"유빛나역:김혜준,김지혜역:오나라,지설영역:김정영,유인호역:남문철,문정욱역:이윤희,박여사역:남미정,독고철역:한수현,유해준역:최규진,독고선역:김시은,홍형사역:권동호,강형사역:장철순,진변호사역:차희"
20200801,MBC,132217,135233,십시일반,<1부>,3회,전국,003016,드라마&영화,드라마,미니시리즈,1.07929,0.78918,0.02954,0.51659,2.20557,0.70562,0.84443,0.65432,0.33194,0.93339,1.16219,1.495,0.79212,0.96722,"유빛나역:김혜준,김지혜역:오나라,지설영역:김정영,유인호역:남문철,문정욱역:이윤희,박여사역:남미정,독고철역:한수현,유해준역:최규진,독고선역:김시은,홍형사역:권동호,강형사역:장철순,진변호사역:차희"
20200801,MBC,135315,140957,십시일반,<2부>,3회,전국,001642,드라마&영화,드라마,미니시리즈,0.18308,0.81107,0.04515,0.50739,2.14947,0.72737,1.04936,0.62784,0.55376,0.80674,1.13542,1.40641,0.97718,1.39417,"유빛나역:김혜준,김지혜역:오나라,지설영역:김정영,유인호역:남문철,문정욱역:이윤희,박여사역:남미정,독고철역:한수현,유해준역:최규진,독고선역:김시은,홍형사역:권동호,강형사역:장철순,진변호사역:차희"
20200801,MBC,141924,143312,십시일반,<2부>,3회,전국,001348,드라마&영화,드라마,미니시리즈,0.05996,0.68953,0.18741,0.79579,2.12283,0.75795,1.49932,0.06095,0.21206,0.32344,0.91649,1.44117,1.14321,1.66606,"유빛나역:김혜준,김지혜역:오나라,지설영역:김정영,유인호역:남문철,문정욱역:이윤희,박여사역:남미정,독고철역:한수현,유해준역:최규진,독고선역:김시은,홍형사역:권동호,강형사역:장철순,진변호사역:차희"
20200801,MBC,144054,150756,십시일반,<1부>,4회,전국,002702,드라마&영화,드라마,미니시리즈,0.14143,0.73408,0.00918,0.48157,1.51965,0.61816,1.11803,0.02921,0.57282,0.60375,0.70338,1.54194,1.9412,1.33876,"유빛나역:김혜준,김지혜역:오나라,지설영역:김정영,유인호역:남문철,문정욱역:이윤희,박여사역:남미정,독고철역:한수현,유해준역:최규진,독고선역:김시은,홍형사역:권동호,강형사역:장철순,진변호사역:차희"
20200801,MBC,150838,153315,십시일반,<2부>,4회,전국,002437,드라마&영화,드라마,미니시리즈,0.0562,0.73976,0.16149,0.2912,0.32259,1.45644,1.4229,0.78866,0.21206,0.63339,0.38483,1.43399,1.99455,1.48372,"유빛나역:김혜준,김지혜역:오나라,지설영역:김정영,유인호역:남문철,문정욱역:이윤희,박여사역:남미정,독고철역:한수현,유해준역:최규진,독고선역:김시은,홍형사역:권동호,강형사역:장철순,진변호사역:차희"
20200801,SBS,172930,180207,편의점샛별이,<1부>,12회,전국,003237,드라마&영화,드라마,미니시리즈,0.4983,0.79451,0.21676,0.56079,1.28554,1.70745,1.24232,1.2194,0.55929,0.23451,1.73188,1.30487,1.71201,1.14694,"최대현역:지창욱,정샛별역:김유정,유연주역:한선화,조승준역:도상우,정은별역:솔빈,공분희역:김선영,최용필역:이병준,한달식역:음문석,권의추역:우현,차기복역:이윤희,고광태역:배기범,김혜자역:견미리,최대순역:김지현,황금비역:서예화,차은조역:윤수,배부장역:허재호,강성태역:지찬,김정하역:신윤정,오현지역:한류은,강지욱역:김민규,유명기역:길용우"
20200801,SBS,180348,183052,편의점샛별이,<2부>,12회,전국,002704,드라마&영화,드라마,미니시리즈,1.30024,0.61703,0.2987,0.44779,1.43663,2.20153,1.11386,1.48571,0.98111,0.35588,2.44704,1.37991,1.14026,0.95303,"최대현역:지창욱,정샛별역:김유정,유연주역:한선화,조승준역:도상우,정은별역:솔빈,공분희역:김선영,최용필역:이병준,한달식역:음문석,권의추역:우현,차기복역:이윤희,고광태역:배기범,김혜자역:견미리,최대순역:김지현,황금비역:서예화,차은조역:윤수,배부장역:허재호,강성태역:지찬,김정하역:신윤정,오현지역:한류은,강지욱역:김민규,유명기역:길용우"
20200801,SBS,184212,191908,편의점샛별이,<1부>,13회,전국,003656,드라마&영화,드라마,미니시리즈,1.49047,0.91388,1.00966,0.45872,2.42328,3.3311,1.48925,1.05296,0.64479,0.61793,1.26003,2.31558,2.05193,1.01255,"최대현역:지창욱,정샛별역:김유정,유연주역:한선화,조승준역:도상우,정은별역:솔빈,공분희역:김선영,최용필역:이병준,한달식역:음문석,권의추역:우현,차기복역:이윤희,고광태역:배기범,김혜자역:견미리,최대순역:김지현,황금비역:서예화,차은조역:윤수,배부장역:허재호,강성태역:지찬,김정하역:신윤정,오현지역:한류은,강지욱역:김민규,유명기역:길용우"
20200801,SBS,192049,194915,편의점샛별이,<2부>,13회,전국,002826,드라마&영화,드라마,미니시리즈,0.65501,1.32728,0.82155,0.5127,3.53027,3.21666,1.51411,0.73855,0.99684,0.40951,1.94183,2.885,2.21948,1.13205,"최대현역:지창욱,정샛별역:김유정,유연주역:한선화,조승준역:도상우,정은별역:솔빈,공분희역:김선영,최용필역:이병준,한달식역:음문석,권의추역:우현,차기복역:이윤희,고광태역:배기범,김혜자역:견미리,최대순역:김지현,황금비역:서예화,차은조역:윤수,배부장역:허재호,강성태역:지찬,김정하역:신윤정,오현지역:한류은,강지욱역:김민규,유명기역:길용우"
20200801,SBS,220416,223727,편의점샛별이,<1부>,14회,전국,003311,드라마&영화,드라마,미니시리즈,3.69588,2.69853,1.65455,2.16043,4.84511,4.10906,3.41556,2.93171,1.38476,0.69047,1.95507,4.28289,3.9792,2.78368,"최대현역:지창욱,정샛별역:김유정,유연주역:한선화,조승준역:도상우,정은별역:솔빈,공분희역:김선영,최용필역:이병준,한달식역:음문석,권의추역:우현,차기복역:이윤희,고광태역:배기범,김혜자역:견미리,최대순역:김지현,황금비역:서예화,차은조역:윤수,배부장역:허재호,강성태역:지찬,김정하역:신윤정,오현지역:한류은,강지욱역:김민규,유명기역:길용우"
20200801,SBS,223938,230634,편의점샛별이,<2부>,14회,전국,002656,드라마&영화,드라마,미니시리즈,4.64834,5.03539,2.38421,3.89037,8.16978,5.5634,4.25119,2.42848,2.84026,2.48405,3.58384,9.1441,5.98685,3.52994,"최대현역:지창욱,정샛별역:김유정,유연주역:한선화,조승준역:도상우,정은별역:솔빈,공분희역:김선영,최용필역:이병준,한달식역:음문석,권의추역:우현,차기복역:이윤희,고광태역:배기범,김혜자역:견미리,최대순역:김지현,황금비역:서예화,차은조역:윤수,배부장역:허재호,강성태역:지찬,김정하역:신윤정,오현지역:한류은,강지욱역:김민규,유명기역:길용우"
20200801,JTBC,104105,114547,우아한친구들,,7회,전국,010442,드라마&영화,드라마,미니시리즈,0.07873,0.0112,0.44173,0.12313,0.42872,0.9025,0.90196,0.09754,0.03295,0.3489,0.23401,1.00998,1.12959,1.00327,"안궁철역:유준상,남정해역:송윤아,정재훈역:배수빈,백해숙역:한다감,조형우역:김성오,강경자역:김혜은,박춘복역:정석용,유은실역:이인혜,천만식역:김원해,지명숙역:김지영,주강산역:이태환,강지욱역:연제형,나애라역:김지성,도도해역:사강"
20200801,JTBC,162748,173119,모범형사,,7회,전국,010331,드라마&영화,드라마,미니시리즈,1.04969,0.10876,0.04017,0.5969,0.60287,0.4249,0.73899,0.0099,0.13095,0.13148,0.72556,1.03131,0.72815,0.83489,"강도창역:손현주,오지혁역:장승조,진서경역:이엘리야,오종태역:오정세,유정석역:지승현,김기태역:손병호,문상범역:손종학,우봉식역:조희봉,윤상미역:신동미,이대철역:조재윤,조성대역:조재룡,권재홍역:차래형,강은희역:백은혜,지만구역:정순원,유정렬역:조승연,남국현역:양현민,변지웅역:김지훈,심동욱역:김명준,이은혜역:이하은,박건호역:이현욱"
20200801,JTBC,174505,184831,모범형사,,8회,전국,010326,드라마&영화,드라마,미니시리즈,1.46956,0.23571,0.29591,0.13067,0.99795,0.95869,0.497,0.70024,0.13095,0.0875,1.31115,0.44495,1.14532,0.56951,"강도창역:손현주,오지혁역:장승조,진서경역:이엘리야,오종태역:오정세,유정석역:지승현,김기태역:손병호,문상범역:손종학,우봉식역:조희봉,윤상미역:신동미,이대철역:조재윤,조성대역:조재룡,권재홍역:차래형,강은희역:백은혜,지만구역:정순원,유정렬역:조승연,남국현역:양현민,변지웅역:김지훈,심동욱역:김명준,이은혜역:이하은,박건호역:이현욱"
20200801,JTBC,230526,241505,우아한친구들,,8회,전국,010939,드라마&영화,드라마,미니시리즈,0.46767,0.55605,2.18261,0.40953,1.72611,3.99105,2.04091,0.72623,0.75872,1.55446,1.87733,3.00064,4.6082,2.09392,"안궁철역:유준상,남정해역:송윤아,정재훈역:배수빈,백해숙역:한다감,조형우역:김성오,강경자역:김혜은,박춘복역:정석용,유은실역:이인혜,천만식역:김원해,지명숙역:김지영,주강산역:이태환,강지욱역:연제형,나애라역:김지성,도도해역:사강"
20200801,tvN,020000,030516,악의꽃,,2회,전국,010516,드라마&영화,드라마,미니시리즈,0,0.12171,0.0839,0.24863,0.27864,0.23784,0.12965,0,0,0.01284,0.28917,0.04053,0.3668,0.07593,"백희성역:이준기,차지원역:문채원,도해수역:장희진,김무진역:서현우,공미자역:남기애,백만우역:손종학,백희성역:김지훈,문영옥역:조경숙,백은하역:정서연,도민석역:최병모,도현수역:이준기,강필영역:양혜진,이우철역:최대훈,최재섭역:최영준,임호준역:김수오,윤상필역:임철형,박경춘역:윤병희,정미숙역:한수연"
20200801,tvN,031805,051324,응답하라1988,,19회,전국,015519,드라마&영화,드라마,주간연속극,0,0.37624,0,0.08816,0.16616,0.00991,0.20236,0,0,0.02349,0.64348,0.1334,0.09203,0.00147,"성동일역:성동일,이일화역:이일화,라미란역:라미란,김성균역:김성균,최무성역:최무성,김선영역:김선영,류재명역:유재명,보라역:류혜영,덕선역:혜리,정환역:류준열,선우역:고경표,택역:박보검,정봉역:안재홍,동룡역:이동휘,노을역:최성원,미옥역:이민지,자현역:이세영,진주역:김설,선도부역:차엽,매점주인역:김수로,어른덕선역:이미연,어른택역:김주혁,어른보라역:전미선,종훈역:박정민,의사역:김태훈,기자역:박지윤,어른노을역:우현,보라친구역:정유민,노을여자친구역:이수경,남궁늘보역:이청미,반장역:권은수,미옥아빠역:고창석"
20200801,tvN,145124,155504,악의꽃,,1회,전국,010340,드라마&영화,드라마,미니시리즈,0.05266,0.64761,0.9157,0.52143,0.68396,1.02306,1.11448,0.22769,0.6087,0.61858,0.89994,2.75029,1.98915,1.2141,"백희성역:이준기,차지원역:문채원,도해수역:장희진,김무진역:서현우,공미자역:남기애,백만우역:손종학,백희성역:김지훈,문영옥역:조경숙,백은하역:정서연,도민석역:최병모,도현수역:이준기,강필영역:양혜진,이우철역:최대훈,최재섭역:최영준,임호준역:김수오,윤상필역:임철형,박경춘역:윤병희,정미숙역:한수연"
20200801,tvN,161258,172250,악의꽃,,2회,전국,010952,드라마&영화,드라마,미니시리즈,0.24228,0.6316,1.27375,0.92492,0.68627,1.18265,1.30275,0.123,0.40622,0.81576,1.43174,3.04642,2.72399,1.43497,"백희성역:이준기,차지원역:문채원,도해수역:장희진,김무진역:서현우,공미자역:남기애,백만우역:손종학,백희성역:김지훈,문영옥역:조경숙,백은하역:정서연,도민석역:최병모,도현수역:이준기,강필영역:양혜진,이우철역:최대훈,최재섭역:최영준,임호준역:김수오,윤상필역:임철형,박경춘역:윤병희,정미숙역:한수연"
20200801,tvN,211127,213720,사이코지만괜찮아,<1부>,13회,전국,002553,드라마&영화,드라마,미니시리즈,3.12496,2.39898,1.63876,1.74815,2.59797,3.37564,1.72896,0.59251,3.83935,3.67497,3.10542,8.60689,4.04801,1.54023,"문강태역:김수현,고문영역:서예지,문상태역:오정세,남주리역:박규영,이상인역:김주헌,조재수역:강기둥,오지왕역:김창완,강순덕역:김미경,박행자역:장영남,선별역:장규리,권민석역:서준,오차용역:최우성,고대환역:이얼,간필옹역:김기천,주정태역:정재광,이아름역:지혜원,박옥란역:강지은,유선해역:주인영,강은자역:배해선,유승재역:박진주,문강태어린시절역:문우진,고문영어린시절역:김수인,권기도역:곽동연,훈남CEO역:최다니엘"
20200801,tvN,213929,223656,사이코지만괜찮아,<2부>,13회,전국,005727,드라마&영화,드라마,미니시리즈,2.97515,2.7131,1.91681,2.51706,3.0071,3.65,2.51342,0.43132,4.09204,4.53453,4.07816,9.24991,5.09871,2.30931,"문강태역:김수현,고문영역:서예지,문상태역:오정세,남주리역:박규영,이상인역:김주헌,조재수역:강기둥,오지왕역:김창완,강순덕역:김미경,박행자역:장영남,선별역:장규리,권민석역:서준,오차용역:최우성,고대환역:이얼,간필옹역:김기천,주정태역:정재광,이아름역:지혜원,박옥란역:강지은,유선해역:주인영,강은자역:배해선,유승재역:박진주,문강태어린시절역:문우진,고문영어린시절역:김수인,권기도역:곽동연,훈남CEO역:최다니엘"
